CarID,Brand,Model,Year,Price,Mileage,Fuel,Color,Owner,Location
33753,Hyundai,Model S,2012,30000,15000,Petrol,Red,Unknown Owner,Chicago
33754,Toyota,Unknown Model,2015,30000,0,Unknown Fuel,Gray,First,Miami
33755,Ford,Model S,2012,30000,100000,Petrol,Silver,Second,Miami
33756,Unknown Brand,Corolla,2010,40000,75000,Petrol,Black,First,Phoenix
33757,Hyundai,Corolla,2020,25000,45000,Unknown Fuel,Black,First,Unknown Location
33758,Toyota,Civic,2010,60000,45000,Unknown Fuel,Blue,Third,Phoenix
33759,Unknown Brand,Unknown Model,2012,50000,100000,Diesel,Black,Third,Houston
33760,Unknown Brand,Accord,0,40000,100000,Petrol,Silver,First,Unknown Location
33761,Tesla,Unknown Model,2018,0,30000,Hybrid,Silver,Unknown Owner,New York
33762,Unknown Brand,Model S,2012,0,15000,Electric,Blue,Third,Phoenix
33763,Unknown Brand,Accord,2020,25000,30000,Petrol,White,Unknown Owner,Houston
33764,BMW,Civic,2018,25000,15000,Diesel,Blue,Unknown Owner,Los Angeles
33765,Tesla,Mustang,2018,20000,0,Diesel,Unknown Color,First,Unknown Location
33766,Honda,Civic,2020,50000,100000,Electric,White,First,Phoenix
33767,BMW,Mustang,0,20000,45000,Electric,White,Third,Los Angeles
33768,Toyota,Accord,2015,50000,15000,Unknown Fuel,Unknown Color,Second,Phoenix
33769,BMW,Unknown Model,0,40000,60000,Petrol,Blue,First,Phoenix
33770,Hyundai,Mustang,0,20000,60000,Electric,Silver,First,New York
33771,Honda,Corolla,0,0,100000,Diesel,Gray,Second,Chicago
33772,Tesla,Mustang,2012,50000,0,Hybrid,Red,First,Chicago
33773,Ford,Unknown Model,0,20000,75000,Electric,Silver,Unknown Owner,Houston
33774,Unknown Brand,Mustang,0,50000,30000,Diesel,Unknown Color,Third,New York
33775,Nissan,Accord,2012,60000,75000,Petrol,Red,Third,Phoenix
33776,Ford,Unknown Model,0,0,30000,Electric,White,Second,Unknown Location
33777,Ford,Focus,2018,50000,45000,Diesel,Gray,Third,Unknown Location
33778,Unknown Brand,Model S,2018,60000,75000,Hybrid,White,Third,Chicago
33779,Tesla,Model S,2020,40000,60000,Electric,White,Third,Miami
33780,Ford,Focus,2020,30000,60000,Hybrid,Unknown Color,First,Phoenix
33781,Honda,Civic,2015,0,60000,Unknown Fuel,Blue,Third,Chicago
33782,Unknown Brand,Accord,0,40000,60000,Petrol,Black,First,Los Angeles
33783,Tesla,Model S,2018,25000,75000,Electric,Black,First,Miami
33784,Hyundai,Civic,2012,0,15000,Diesel,Black,Unknown Owner,Phoenix
33785,Ford,Corolla,0,0,30000,Hybrid,Black,Second,Houston
33786,Unknown Brand,Civic,2020,25000,30000,Diesel,Red,Third,Los Angeles
33787,Nissan,Model S,0,50000,100000,Petrol,Silver,Second,Unknown Location
33788,Toyota,Accord,2010,30000,45000,Electric,Silver,Second,Los Angeles
33789,Tesla,Accord,2012,60000,15000,Hybrid,Gray,First,Chicago
33790,Tesla,Civic,0,20000,15000,Hybrid,Gray,Unknown Owner,Los Angeles
33791,BMW,Mustang,2018,0,15000,Petrol,Unknown Color,Third,Phoenix
33792,Hyundai,Corolla,2020,60000,60000,Hybrid,White,Third,Los Angeles
33793,Unknown Brand,Focus,0,20000,75000,Hybrid,Silver,Third,Los Angeles
33794,Ford,Model S,2020,50000,30000,Unknown Fuel,Blue,Third,Houston
33795,Toyota,Accord,2010,60000,15000,Electric,Blue,Third,Unknown Location
33796,Unknown Brand,Corolla,2015,20000,60000,Diesel,Unknown Color,Second,Unknown Location
33797,Nissan,Unknown Model,2012,0,0,Electric,White,First,Los Angeles
33798,Honda,Focus,2020,0,75000,Electric,White,First,Los Angeles
33799,Tesla,Focus,2015,60000,45000,Petrol,Red,Second,Houston
33800,Honda,Mustang,0,60000,75000,Unknown Fuel,Black,Unknown Owner,New York
33801,Honda,Mustang,2010,0,100000,Petrol,Black,Third,New York
33802,Honda,Model S,0,50000,60000,Unknown Fuel,Unknown Color,Third,Los Angeles
33803,Hyundai,Corolla,2010,40000,0,Unknown Fuel,Black,Third,Chicago
33804,BMW,Accord,2012,25000,0,Hybrid,Gray,Unknown Owner,Chicago
33805,Unknown Brand,Mustang,2012,20000,75000,Unknown Fuel,Silver,Second,Los Angeles
33806,Honda,Accord,2020,0,0,Diesel,Silver,First,Chicago
33807,Ford,Unknown Model,2020,50000,100000,Diesel,Gray,First,Los Angeles
33808,Ford,Accord,2012,30000,75000,Hybrid,Black,Second,Unknown Location
33809,Toyota,Corolla,2012,40000,100000,Electric,Black,Unknown Owner,Los Angeles
33810,Toyota,Accord,0,0,15000,Electric,Red,First,Chicago
33811,Nissan,Civic,2020,25000,15000,Hybrid,White,First,Los Angeles
33812,Honda,Accord,0,40000,15000,Unknown Fuel,Unknown Color,Unknown Owner,Chicago
33813,Honda,Model S,2020,20000,75000,Unknown Fuel,Silver,Second,Los Angeles
33814,BMW,Civic,2020,20000,45000,Hybrid,White,Unknown Owner,Unknown Location
33815,Unknown Brand,Accord,2010,20000,45000,Hybrid,Gray,Unknown Owner,Phoenix
33816,Honda,Accord,2018,0,45000,Diesel,Red,Unknown Owner,Unknown Location
33817,Honda,Accord,2012,40000,15000,Electric,Black,Second,Chicago
33818,Hyundai,Civic,2010,25000,0,Hybrid,Silver,Unknown Owner,Los Angeles
33819,Unknown Brand,Accord,2020,25000,0,Diesel,Gray,Second,Unknown Location
33820,Honda,Mustang,2018,25000,60000,Petrol,Silver,Second,Houston
33821,Tesla,Focus,2018,40000,60000,Diesel,Red,Third,Unknown Location
33822,Tesla,Accord,2010,50000,30000,Hybrid,Black,First,Phoenix
33823,Hyundai,Mustang,2015,60000,100000,Diesel,Blue,Third,Phoenix
33824,Hyundai,Focus,2015,60000,45000,Electric,Silver,First,Phoenix
33825,BMW,Civic,2020,40000,45000,Electric,Blue,Second,Phoenix
33826,Hyundai,Accord,0,50000,30000,Diesel,White,First,New York
33827,BMW,Mustang,0,30000,30000,Hybrid,Silver,Third,Chicago
33828,Hyundai,Corolla,2015,20000,75000,Electric,Silver,Third,Unknown Location
33829,Hyundai,Mustang,0,50000,30000,Electric,Red,Second,Los Angeles
33830,Ford,Model S,2020,50000,75000,Unknown Fuel,Silver,Unknown Owner,Miami
33831,BMW,Accord,2015,25000,60000,Unknown Fuel,Unknown Color,Second,Los Angeles
33832,Nissan,Model S,2010,25000,30000,Petrol,White,Unknown Owner,Houston
33833,Ford,Corolla,2018,50000,60000,Diesel,Silver,Third,Unknown Location
33834,Hyundai,Civic,2012,60000,100000,Diesel,Black,Third,Unknown Location
33835,Unknown Brand,Model S,2018,40000,100000,Diesel,Blue,Unknown Owner,Chicago
33836,Honda,Accord,2015,25000,100000,Hybrid,Red,First,Los Angeles
33837,Hyundai,Focus,2018,30000,15000,Diesel,Black,Third,Miami
33838,BMW,Unknown Model,2015,60000,75000,Hybrid,Black,Third,Unknown Location
33839,Nissan,Focus,2020,25000,75000,Electric,White,Unknown Owner,Phoenix
33840,BMW,Corolla,2012,40000,75000,Hybrid,Blue,Unknown Owner,Chicago
33841,Hyundai,Mustang,2020,25000,60000,Unknown Fuel,Red,Second,Los Angeles
33842,BMW,Unknown Model,2012,25000,60000,Hybrid,Unknown Color,First,Chicago
33843,Ford,Model S,2020,20000,60000,Diesel,Red,First,Chicago
33844,Unknown Brand,Accord,0,30000,30000,Electric,Blue,Second,Houston
33845,Unknown Brand,Model S,2020,0,75000,Petrol,Red,Second,Unknown Location
33846,Ford,Unknown Model,2018,50000,15000,Diesel,Gray,Unknown Owner,Miami
33847,Hyundai,Model S,2012,25000,30000,Unknown Fuel,White,Unknown Owner,Unknown Location
33848,Toyota,Unknown Model,2018,50000,15000,Unknown Fuel,Silver,Third,Unknown Location
33849,Ford,Civic,2020,0,45000,Unknown Fuel,Blue,Second,Unknown Location
33850,Ford,Corolla,2018,50000,30000,Unknown Fuel,Unknown Color,First,Phoenix
33851,Tesla,Accord,2015,30000,75000,Hybrid,Gray,First,Miami
33852,Hyundai,Focus,0,0,100000,Hybrid,Silver,First,Miami
33853,BMW,Unknown Model,2020,60000,100000,Electric,Black,First,Chicago
33854,Ford,Mustang,2015,20000,15000,Diesel,Silver,Second,Los Angeles
33855,BMW,Unknown Model,0,30000,100000,Diesel,Unknown Color,Second,Los Angeles
33856,BMW,Civic,2020,25000,0,Hybrid,Red,First,Chicago
33857,Tesla,Mustang,2015,60000,0,Unknown Fuel,White,Third,Los Angeles
33858,Hyundai,Accord,0,40000,100000,Electric,White,Second,Chicago
33859,BMW,Accord,2015,50000,30000,Unknown Fuel,Unknown Color,Second,Houston
33860,Nissan,Focus,2020,60000,30000,Hybrid,Gray,Unknown Owner,Miami
33861,Ford,Civic,2015,40000,30000,Diesel,Gray,Third,New York
33862,BMW,Civic,2012,0,45000,Diesel,Gray,First,New York
33863,Toyota,Corolla,2015,0,60000,Unknown Fuel,Red,First,Unknown Location
33864,Toyota,Model S,2020,30000,0,Petrol,Black,First,Chicago
33865,Tesla,Accord,0,50000,60000,Diesel,Silver,Third,Houston
33866,Nissan,Accord,2012,20000,45000,Electric,Silver,Second,Phoenix
33867,Unknown Brand,Focus,2012,0,75000,Unknown Fuel,Black,Second,New York
33868,Unknown Brand,Civic,2012,60000,75000,Electric,White,Second,Miami
33869,Ford,Mustang,2018,25000,100000,Hybrid,Black,Third,Chicago
33870,Hyundai,Model S,2012,40000,30000,Hybrid,Gray,Unknown Owner,Unknown Location
33871,Tesla,Mustang,0,25000,15000,Unknown Fuel,Unknown Color,First,Los Angeles
33872,Toyota,Model S,2018,25000,75000,Hybrid,Silver,Third,Miami
33873,Nissan,Model S,0,25000,30000,Electric,Red,Third,New York
33874,Ford,Accord,2010,50000,0,Diesel,Gray,First,Miami
33875,BMW,Mustang,0,40000,15000,Unknown Fuel,Unknown Color,Unknown Owner,Chicago
33876,Ford,Mustang,2015,25000,100000,Electric,White,Unknown Owner,Unknown Location
33877,Honda,Model S,2018,30000,60000,Electric,Gray,Unknown Owner,Unknown Location
33878,Ford,Corolla,2020,25000,30000,Diesel,Unknown Color,First,Chicago
33879,BMW,Corolla,2012,30000,75000,Electric,Silver,Second,New York
33880,Honda,Civic,0,30000,15000,Hybrid,Red,First,Unknown Location
33881,Unknown Brand,Model S,2020,60000,100000,Diesel,Blue,First,Unknown Location
33882,Nissan,Mustang,2012,0,30000,Petrol,Black,First,Houston
33883,Tesla,Civic,0,50000,15000,Electric,Gray,First,Houston
33884,Nissan,Unknown Model,2020,0,15000,Hybrid,Unknown Color,Third,New York
33885,Ford,Accord,2015,25000,30000,Hybrid,Gray,Unknown Owner,Chicago
33886,Unknown Brand,Corolla,0,0,75000,Diesel,Red,Second,Los Angeles
33887,Tesla,Corolla,2015,0,60000,Hybrid,White,Second,New York
33888,Ford,Accord,2010,0,100000,Diesel,Unknown Color,First,Los Angeles
33889,Toyota,Focus,2020,30000,45000,Petrol,Red,Third,Los Angeles
33890,Toyota,Unknown Model,2010,50000,100000,Diesel,Silver,Unknown Owner,Los Angeles
33891,BMW,Mustang,2020,30000,100000,Diesel,Black,First,Houston
33892,Unknown Brand,Corolla,2015,50000,15000,Diesel,Black,Second,Miami
33893,Hyundai,Mustang,2010,0,0,Hybrid,Red,Unknown Owner,Chicago
33894,Unknown Brand,Model S,2012,50000,30000,Petrol,White,Second,Los Angeles
33895,Hyundai,Accord,0,20000,15000,Petrol,Black,Unknown Owner,New York
33896,Nissan,Model S,0,0,45000,Diesel,Silver,Third,Chicago
33897,Toyota,Accord,2015,30000,15000,Electric,Blue,First,Houston
33898,Honda,Mustang,2018,20000,100000,Electric,Gray,Second,Unknown Location
33899,Honda,Model S,2015,25000,15000,Diesel,Red,Second,Chicago
33900,Unknown Brand,Accord,2015,20000,15000,Electric,Silver,Second,Houston
33901,Unknown Brand,Mustang,2018,20000,45000,Electric,Red,Unknown Owner,Unknown Location
33902,Ford,Mustang,2020,25000,100000,Diesel,Gray,Second,Miami
33903,Unknown Brand,Civic,2018,20000,15000,Hybrid,Silver,First,Los Angeles
33904,Tesla,Corolla,2020,30000,45000,Diesel,Unknown Color,Second,Phoenix
33905,Honda,Civic,2010,30000,30000,Unknown Fuel,White,Second,New York
33906,Ford,Mustang,2010,25000,75000,Electric,Unknown Color,Unknown Owner,Unknown Location
33907,Hyundai,Corolla,2010,50000,100000,Diesel,Red,Unknown Owner,Miami
33908,Tesla,Focus,2018,25000,45000,Hybrid,Silver,First,Miami
33909,Unknown Brand,Civic,2020,40000,60000,Petrol,White,First,Los Angeles
33910,Unknown Brand,Corolla,2012,60000,0,Hybrid,Red,Third,Miami
33911,Toyota,Focus,2015,20000,60000,Electric,Black,Second,Unknown Location
33912,Ford,Mustang,2018,50000,0,Unknown Fuel,White,Unknown Owner,New York
33913,Tesla,Corolla,2010,60000,100000,Unknown Fuel,Gray,Second,Unknown Location
33914,BMW,Unknown Model,2012,25000,100000,Electric,Unknown Color,First,Los Angeles
33915,Unknown Brand,Accord,2020,0,30000,Unknown Fuel,Black,Second,New York
33916,Nissan,Civic,2020,40000,15000,Petrol,Blue,Unknown Owner,Chicago
33917,Nissan,Model S,2020,50000,60000,Diesel,Unknown Color,Unknown Owner,Unknown Location
33918,Unknown Brand,Focus,2018,20000,75000,Electric,Red,Second,Los Angeles
33919,BMW,Focus,2015,30000,100000,Hybrid,Gray,Unknown Owner,Phoenix
33920,Honda,Mustang,2015,40000,60000,Electric,Silver,Third,Miami
33921,Nissan,Mustang,2012,0,100000,Electric,Blue,Unknown Owner,Phoenix
33922,Tesla,Model S,0,30000,60000,Electric,Gray,Unknown Owner,Miami
33923,Unknown Brand,Focus,2010,30000,45000,Hybrid,Gray,First,Los Angeles
33924,Unknown Brand,Model S,0,60000,15000,Hybrid,Black,Second,Phoenix
33925,Unknown Brand,Model S,0,40000,0,Electric,White,Third,New York
33926,BMW,Corolla,0,40000,100000,Electric,White,Unknown Owner,Los Angeles
33927,Honda,Civic,2010,20000,75000,Unknown Fuel,Black,Third,Unknown Location
33928,Ford,Unknown Model,2010,30000,30000,Unknown Fuel,Silver,Unknown Owner,Los Angeles
33929,Unknown Brand,Focus,2010,40000,0,Hybrid,White,Third,Unknown Location
33930,Ford,Corolla,2012,25000,0,Hybrid,White,First,New York
33931,Tesla,Unknown Model,2012,60000,15000,Unknown Fuel,Black,Unknown Owner,New York
33932,Tesla,Unknown Model,2020,25000,75000,Diesel,White,First,Houston
33933,Hyundai,Focus,2018,40000,100000,Hybrid,Red,Third,Chicago
33934,Tesla,Focus,2015,40000,100000,Diesel,Black,Third,Houston
33935,Nissan,Corolla,0,20000,60000,Petrol,Unknown Color,First,Los Angeles
33936,Tesla,Focus,2012,50000,45000,Unknown Fuel,Black,Third,Los Angeles
33937,Hyundai,Unknown Model,0,40000,45000,Electric,Silver,Second,Chicago
33938,Unknown Brand,Focus,2015,25000,75000,Petrol,Red,Second,New York
33939,BMW,Accord,2020,40000,45000,Hybrid,Red,Second,Los Angeles
33940,BMW,Accord,2020,40000,60000,Petrol,Silver,Second,Unknown Location
33941,Honda,Corolla,0,30000,30000,Petrol,Blue,Unknown Owner,Unknown Location
33942,BMW,Corolla,2012,30000,100000,Hybrid,Blue,First,Unknown Location
33943,Hyundai,Corolla,2010,40000,0,Diesel,White,Second,New York
33944,Nissan,Focus,2018,50000,100000,Petrol,Gray,First,Chicago
33945,Hyundai,Civic,2015,25000,0,Hybrid,Gray,Second,Unknown Location
33946,Ford,Corolla,2015,0,15000,Electric,Gray,Third,New York
33947,Hyundai,Civic,2020,0,15000,Electric,Gray,Third,Phoenix
33948,Honda,Model S,2015,40000,0,Electric,Unknown Color,Third,Houston
33949,BMW,Corolla,2010,60000,60000,Unknown Fuel,Gray,Second,New York
33950,Tesla,Civic,2012,40000,60000,Unknown Fuel,White,Third,Unknown Location
33951,BMW,Mustang,2018,30000,30000,Unknown Fuel,Red,First,New York
33952,Toyota,Civic,2018,30000,0,Petrol,Black,Second,New York
33953,Honda,Unknown Model,2010,0,0,Unknown Fuel,Unknown Color,Second,Unknown Location
33954,Unknown Brand,Mustang,2015,30000,75000,Electric,Red,Unknown Owner,Chicago
33955,Unknown Brand,Civic,2010,50000,60000,Unknown Fuel,Blue,Third,Houston
33956,Nissan,Unknown Model,2018,60000,100000,Unknown Fuel,White,Unknown Owner,Chicago
33957,BMW,Accord,2010,50000,75000,Hybrid,Red,Third,Phoenix
33958,BMW,Accord,2018,20000,75000,Unknown Fuel,Black,First,Unknown Location
33959,Nissan,Accord,2015,40000,100000,Petrol,Gray,Unknown Owner,Miami
33960,Hyundai,Civic,0,30000,30000,Electric,Silver,Second,Unknown Location
33961,Ford,Civic,2018,25000,45000,Petrol,Unknown Color,First,Unknown Location
33962,Tesla,Model S,2010,50000,45000,Diesel,Red,Second,Unknown Location
33963,Hyundai,Civic,2020,0,15000,Electric,Black,Second,Chicago
33964,Tesla,Focus,2018,50000,45000,Unknown Fuel,Silver,Third,New York
33965,Ford,Focus,2020,50000,15000,Diesel,Red,Second,Phoenix
33966,Ford,Accord,2020,30000,30000,Diesel,Red,Unknown Owner,Miami
33967,Toyota,Mustang,2020,60000,30000,Unknown Fuel,Black,First,Phoenix
33968,Hyundai,Mustang,2010,30000,15000,Diesel,Unknown Color,Third,Phoenix
33969,Nissan,Focus,2010,25000,100000,Petrol,White,First,New York
33970,Honda,Model S,2015,30000,0,Hybrid,Blue,Third,Chicago
33971,Tesla,Civic,2018,25000,45000,Petrol,Unknown Color,Unknown Owner,Phoenix
33972,Ford,Model S,0,60000,0,Electric,Gray,Unknown Owner,Unknown Location
33973,Ford,Mustang,2012,20000,30000,Petrol,Black,Second,Phoenix
33974,Nissan,Civic,0,20000,15000,Hybrid,Red,Second,Phoenix
33975,Unknown Brand,Unknown Model,2020,20000,30000,Unknown Fuel,Blue,Second,Los Angeles
33976,Honda,Model S,2018,30000,30000,Unknown Fuel,Black,Third,Miami
33977,Ford,Accord,2020,20000,100000,Diesel,Unknown Color,Third,Los Angeles
33978,Unknown Brand,Mustang,0,0,15000,Diesel,White,Unknown Owner,Phoenix
33979,Toyota,Focus,2015,30000,45000,Petrol,Silver,Third,Unknown Location
33980,Honda,Focus,2010,40000,45000,Diesel,Unknown Color,Unknown Owner,New York
33981,Unknown Brand,Focus,0,40000,45000,Hybrid,Blue,Second,Miami
33982,Toyota,Mustang,0,20000,60000,Diesel,Gray,Unknown Owner,New York
33983,BMW,Civic,2012,0,75000,Diesel,Blue,Unknown Owner,Chicago
33984,Tesla,Civic,0,20000,15000,Petrol,Red,Third,New York
33985,Ford,Model S,2010,25000,30000,Unknown Fuel,Unknown Color,First,Miami
33986,Unknown Brand,Accord,2015,30000,45000,Petrol,Unknown Color,Second,Chicago
33987,Honda,Corolla,2015,50000,60000,Hybrid,Blue,Unknown Owner,Los Angeles
33988,Toyota,Mustang,2020,40000,30000,Diesel,Gray,First,Houston
33989,Tesla,Civic,2010,0,60000,Electric,Silver,First,Unknown Location
33990,Hyundai,Mustang,2010,50000,100000,Diesel,Blue,Second,Houston
33991,Tesla,Corolla,2012,60000,60000,Unknown Fuel,Black,Unknown Owner,Chicago
33992,Hyundai,Corolla,2018,0,100000,Diesel,Unknown Color,First,Unknown Location
33993,Hyundai,Civic,2015,30000,45000,Electric,Blue,Second,Miami
33994,Ford,Model S,2020,20000,60000,Petrol,Silver,Third,New York
33995,Unknown Brand,Accord,0,20000,100000,Diesel,Gray,First,Phoenix
33996,Hyundai,Mustang,2012,20000,75000,Unknown Fuel,Blue,Unknown Owner,Unknown Location
33997,Tesla,Corolla,0,60000,0,Petrol,Unknown Color,Second,Chicago
33998,Ford,Model S,2010,40000,15000,Unknown Fuel,Red,Third,Phoenix
33999,Unknown Brand,Model S,2020,25000,100000,Unknown Fuel,Red,Unknown Owner,Houston
34000,Hyundai,Accord,2015,0,15000,Electric,Black,First,Phoenix
34001,Unknown Brand,Civic,2015,25000,60000,Diesel,White,Unknown Owner,Unknown Location
34002,BMW,Accord,2018,30000,30000,Electric,Unknown Color,Second,Phoenix
34003,Ford,Mustang,2010,60000,30000,Hybrid,Red,First,Houston
34004,Nissan,Corolla,2015,25000,60000,Petrol,Gray,Third,New York
34005,Hyundai,Model S,2020,60000,75000,Hybrid,Blue,Second,Chicago
34006,Toyota,Corolla,2020,0,15000,Unknown Fuel,Silver,Third,Miami
34007,Nissan,Mustang,2020,20000,30000,Petrol,Black,Unknown Owner,Phoenix
34008,Unknown Brand,Mustang,2010,20000,75000,Electric,Black,First,Houston
34009,Unknown Brand,Model S,2010,60000,100000,Electric,Blue,Third,Phoenix
34010,Tesla,Civic,2015,40000,45000,Petrol,Red,Unknown Owner,Los Angeles
34011,Tesla,Mustang,2018,60000,0,Hybrid,Black,Second,Phoenix
34012,Tesla,Model S,2018,40000,30000,Petrol,Silver,Second,Miami
34013,Unknown Brand,Civic,2018,50000,100000,Hybrid,Black,Third,Houston
34014,Ford,Civic,2012,50000,30000,Diesel,Black,Unknown Owner,Phoenix
34015,Honda,Corolla,0,40000,100000,Diesel,Silver,Third,Houston
34016,Ford,Corolla,2010,0,60000,Petrol,Blue,First,Miami
34017,Toyota,Accord,2010,60000,0,Electric,Red,First,Unknown Location
34018,Ford,Corolla,2015,40000,75000,Unknown Fuel,Gray,First,Phoenix
34019,Tesla,Unknown Model,0,60000,30000,Hybrid,Gray,Second,Houston
34020,BMW,Corolla,2020,40000,15000,Unknown Fuel,Blue,First,Phoenix
34021,Toyota,Corolla,2010,25000,75000,Electric,Gray,Unknown Owner,Chicago
34022,Nissan,Accord,2018,25000,15000,Unknown Fuel,Blue,Second,New York
34023,BMW,Model S,2012,25000,75000,Unknown Fuel,Blue,Unknown Owner,Houston
34024,Toyota,Accord,2020,40000,45000,Hybrid,White,Unknown Owner,Los Angeles
34025,Toyota,Unknown Model,2020,40000,15000,Diesel,Unknown Color,Unknown Owner,New York
34026,Unknown Brand,Unknown Model,2012,30000,30000,Diesel,White,Unknown Owner,Los Angeles
34027,Tesla,Mustang,2012,40000,15000,Hybrid,Red,First,Phoenix
34028,Unknown Brand,Model S,2010,50000,15000,Hybrid,Red,Third,Chicago
34029,Hyundai,Corolla,2012,40000,0,Unknown Fuel,Unknown Color,Third,Chicago
34030,Nissan,Accord,2015,40000,15000,Hybrid,Silver,Third,Unknown Location
34031,Ford,Mustang,2020,60000,30000,Unknown Fuel,Unknown Color,Second,Chicago
34032,Unknown Brand,Focus,2020,50000,100000,Petrol,Red,Unknown Owner,Miami
34033,Hyundai,Civic,2018,50000,100000,Unknown Fuel,Red,Unknown Owner,Houston
34034,Nissan,Unknown Model,2010,25000,30000,Hybrid,Unknown Color,Third,Unknown Location
34035,Tesla,Mustang,2018,50000,15000,Diesel,Red,Second,Houston
34036,Tesla,Model S,2010,40000,45000,Electric,Unknown Color,Third,Los Angeles
34037,Hyundai,Mustang,2010,25000,0,Electric,Blue,Second,Phoenix
34038,Unknown Brand,Focus,0,25000,0,Diesel,Black,First,New York
34039,Tesla,Civic,0,0,30000,Electric,Blue,Second,Los Angeles
34040,BMW,Focus,2010,40000,0,Petrol,Unknown Color,First,Chicago
34041,Nissan,Corolla,2015,25000,0,Hybrid,Red,Unknown Owner,Los Angeles
34042,Nissan,Model S,2012,25000,45000,Petrol,Silver,First,Houston
34043,Toyota,Civic,0,25000,0,Electric,Unknown Color,Unknown Owner,New York
34044,Honda,Civic,2012,40000,45000,Petrol,White,Second,Chicago
34045,Ford,Corolla,0,30000,15000,Hybrid,Unknown Color,Unknown Owner,New York
34046,Hyundai,Corolla,2015,40000,0,Diesel,Gray,First,Unknown Location
34047,Tesla,Corolla,2018,50000,15000,Diesel,Unknown Color,Third,New York
34048,Nissan,Model S,2010,40000,15000,Diesel,White,First,Unknown Location
34049,Nissan,Unknown Model,2015,30000,60000,Hybrid,Red,First,New York
34050,Toyota,Focus,2018,60000,100000,Electric,White,First,Phoenix
34051,Hyundai,Model S,2012,40000,45000,Hybrid,Blue,Third,Phoenix
34052,Ford,Model S,2020,0,45000,Electric,White,First,Los Angeles
34053,Honda,Focus,2010,0,45000,Hybrid,Black,Unknown Owner,Los Angeles
34054,Honda,Mustang,2010,50000,100000,Electric,Silver,Third,Miami
34055,Tesla,Civic,2010,60000,60000,Petrol,Red,Third,Miami
34056,Honda,Mustang,0,40000,75000,Hybrid,Red,Unknown Owner,Unknown Location
34057,Honda,Focus,2012,0,45000,Hybrid,Gray,Second,New York
34058,Unknown Brand,Corolla,2010,50000,75000,Electric,Gray,First,Unknown Location
34059,Ford,Civic,2010,25000,30000,Electric,Red,Third,Miami
34060,Hyundai,Mustang,0,20000,30000,Petrol,Gray,First,Chicago
34061,Ford,Model S,0,50000,45000,Unknown Fuel,Unknown Color,Unknown Owner,Miami
34062,Unknown Brand,Focus,2012,40000,15000,Electric,Black,Second,Houston
34063,Tesla,Model S,0,60000,15000,Diesel,Blue,Third,Unknown Location
34064,Nissan,Mustang,0,50000,60000,Diesel,Unknown Color,Unknown Owner,Phoenix
34065,Toyota,Accord,0,30000,75000,Petrol,Unknown Color,Second,New York
34066,Tesla,Model S,2015,25000,60000,Petrol,Gray,Second,Unknown Location
34067,BMW,Focus,0,30000,45000,Unknown Fuel,White,First,New York
34068,Honda,Accord,2018,30000,60000,Diesel,Silver,Third,Phoenix
34069,Unknown Brand,Accord,2020,20000,100000,Electric,Gray,First,Unknown Location
34070,Toyota,Accord,2018,0,30000,Electric,Unknown Color,Unknown Owner,New York
34071,Nissan,Model S,2012,60000,30000,Electric,Silver,Third,Chicago
34072,Nissan,Unknown Model,2012,50000,30000,Diesel,Silver,First,Houston
34073,Ford,Unknown Model,2018,30000,45000,Electric,Red,Third,Miami
34074,BMW,Model S,0,50000,30000,Diesel,Red,Unknown Owner,Los Angeles
34075,Hyundai,Civic,2012,40000,100000,Hybrid,Unknown Color,Second,Unknown Location
34076,Nissan,Civic,2020,50000,15000,Unknown Fuel,Unknown Color,Unknown Owner,Phoenix
34077,BMW,Civic,2010,40000,60000,Hybrid,Red,Unknown Owner,New York
34078,Honda,Civic,2015,25000,0,Petrol,Gray,First,Chicago
34079,Ford,Unknown Model,2020,50000,0,Unknown Fuel,White,Third,Houston
34080,Toyota,Mustang,0,25000,15000,Petrol,Red,Unknown Owner,Houston
34081,Ford,Civic,2012,30000,100000,Hybrid,White,Second,Chicago
34082,Honda,Focus,2015,20000,30000,Hybrid,Silver,First,Chicago
34083,Unknown Brand,Civic,0,50000,30000,Diesel,Silver,Unknown Owner,Houston
34084,Nissan,Focus,2018,60000,75000,Unknown Fuel,Unknown Color,Unknown Owner,Los Angeles
34085,BMW,Unknown Model,2010,60000,100000,Petrol,Gray,Third,Chicago
34086,Unknown Brand,Focus,2018,0,0,Petrol,Black,Unknown Owner,Chicago
34087,Honda,Accord,2015,20000,15000,Petrol,Gray,Unknown Owner,Houston
34088,Nissan,Focus,2010,20000,30000,Hybrid,White,First,Phoenix
34089,Tesla,Model S,2018,25000,30000,Hybrid,Black,First,Phoenix
34090,Hyundai,Focus,2015,0,30000,Diesel,Blue,First,New York
34091,BMW,Accord,2010,30000,60000,Hybrid,Blue,Unknown Owner,Chicago
34092,Honda,Model S,2012,20000,60000,Hybrid,Silver,First,Houston
34093,Toyota,Accord,2010,60000,45000,Diesel,Unknown Color,First,Miami
34094,Toyota,Civic,0,30000,0,Electric,Red,Third,Miami
34095,Nissan,Focus,2015,25000,15000,Diesel,Black,Second,Houston
34096,Nissan,Mustang,2020,30000,0,Electric,Black,First,Houston
34097,Toyota,Focus,2015,60000,45000,Diesel,Blue,Unknown Owner,Phoenix
34098,Hyundai,Corolla,2020,60000,0,Diesel,Black,Third,Unknown Location
